is_bug_fix,revisionNo,message
0,969,"Added a new blackbox test with extreme shadows and highlights. We do prettypoorly on this, but I've been experimenting with local thresholding algorithmswhich are a night and day improvement.Also made the ImageConverter app ignore some kinds of files. Added : /trunk/core/test/data/blackbox/ean13-4 Added : /trunk/core/test/data/blackbox/ean13-4/01.jpg Added : /trunk/core/test/data/blackbox/ean13-4/01.txt Added : /trunk/core/test/data/blackbox/ean13-4/02.jpg Added : /trunk/core/test/data/blackbox/ean13-4/02.txt Added : /trunk/core/test/data/blackbox/ean13-4/03.jpg Added : /trunk/core/test/data/blackbox/ean13-4/03.txt Added : /trunk/core/test/data/blackbox/ean13-4/04.jpg Added : /trunk/core/test/data/blackbox/ean13-4/04.txt Added : /trunk/core/test/data/blackbox/ean13-4/05.jpg Added : /trunk/core/test/data/blackbox/ean13-4/05.txt Added : /trunk/core/test/data/blackbox/ean13-4/06.jpg Added : /trunk/core/test/data/blackbox/ean13-4/06.txt Added : /trunk/core/test/data/blackbox/ean13-4/07.jpg Added : /trunk/core/test/data/blackbox/ean13-4/07.txt Added : /trunk/core/test/data/blackbox/ean13-4/08.jpg Added : /trunk/core/test/data/blackbox/ean13-4/08.txt Added : /trunk/core/test/data/blackbox/ean13-4/09.jpg Added : /trunk/core/test/data/blackbox/ean13-4/09.txt Added : /trunk/core/test/data/blackbox/ean13-4/10.jpg Added : /trunk/core/test/data/blackbox/ean13-4/10.txt Added : /trunk/core/test/data/blackbox/ean13-4/11.jpg Added : /trunk/core/test/data/blackbox/ean13-4/11.txt Added : /trunk/core/test/data/blackbox/ean13-4/12.jpg Added : /trunk/core/test/data/blackbox/ean13-4/12.txt Added : /trunk/core/test/data/blackbox/ean13-4/13.jpg Added : /trunk/core/test/data/blackbox/ean13-4/13.txt Added : /trunk/core/test/data/blackbox/ean13-4/14.jpg Added : /trunk/core/test/data/blackbox/ean13-4/14.txt Added : /trunk/core/test/data/blackbox/ean13-4/15.jpg Added : /trunk/core/test/data/blackbox/ean13-4/15.txt Added : /trunk/core/test/data/blackbox/ean13-4/16.jpg Added : /trunk/core/test/data/blackbox/ean13-4/16.txt Added : /trunk/core/test/data/blackbox/ean13-4/17.jpg Added : /trunk/core/test/data/blackbox/ean13-4/17.txt Added : /trunk/core/test/data/blackbox/ean13-4/18.jpg Added : /trunk/core/test/data/blackbox/ean13-4/18.txt Added : /trunk/core/test/data/blackbox/ean13-4/19.jpg Added : /trunk/core/test/data/blackbox/ean13-4/19.txt Added : /trunk/core/test/data/blackbox/ean13-4/20.jpg Added : /trunk/core/test/data/blackbox/ean13-4/20.txt Added : /trunk/core/test/data/blackbox/ean13-4/21.jpg Added : /trunk/core/test/data/blackbox/ean13-4/21.txt Added : /trunk/core/test/data/blackbox/ean13-4/22.jpg Added : /trunk/core/test/data/blackbox/ean13-4/22.txt Added : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox4TestCase.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/ImageConverter.java "
0,970,"Changed &quot;Search book&quot; back to &quot;Search book contents&quot; for clarity, since it's tooconfusing next to the &quot;Book Search&quot; button. The &quot;Custom search&quot; button will wrapin this case but it still fits fine. Modified : /trunk/android/res/values/strings.xml "
0,971,Wrote a quick command line app to calculate how many total images are passingour blackbox unit tests. This could use some improvement but it's a start. Added : /trunk/core/test/src/com/google/zxing/AllPositiveBlackBoxTester.java Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java Modified : /trunk/core/test/src/com/google/zxing/oned/EAN13BlackBox4TestCase.java 
0,972,"<a title=""Add support for 1D encoding"" class=closed_ref href=""/p/zxing/issues/detail?id=198""> Issue 198 </a> Modified : /trunk/android/src/com/google/zxing/client/android/Intents.java Modified : /trunk/android/src/com/google/zxing/client/android/QRCodeEncoder.java Modified : /trunk/android/src/com/google/zxing/client/android/ShareActivity.java Modified : /trunk/core/src/com/google/zxing/MultiFormatWriter.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANReader.java Added : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANWriter.java Modified : /trunk/core/src/com/google/zxing/oned/Code128Reader.java Modified : /trunk/core/src/com/google/zxing/oned/EAN13Reader.java Added : /trunk/core/src/com/google/zxing/oned/EAN13Writer.java Added : /trunk/core/src/com/google/zxing/oned/EAN8Writer.java Modified : /trunk/core/src/com/google/zxing/oned/MultiFormatUPCEANReader.java Modified : /trunk/core/src/com/google/zxing/oned/UPCEANReader.java Added : /trunk/core/src/com/google/zxing/oned/UPCEANWriter.java Added : /trunk/core/test/src/com/google/zxing/oned/EAN13WriterTestCase.java Added : /trunk/core/test/src/com/google/zxing/oned/EAN8WriterTestCase.java "
0,973,"Updated some comments about thread safety and fixed one easy case. Sean, pleasehave a look. Modified : /trunk/core/src/com/google/zxing/common/BitSource.java Modified : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Modified : /trunk/core/src/com/google/zxing/common/GridSampler.java Modified : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiFinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java "
0,974,Modified some comments to reflect that these objects are thread-safe but notreentrant. Modified : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiFinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java 
0,975,"Used IntelliJ's amazing refactoring functions to change the argument ordering ofByteMatrix. I want to standardize this across ZXing: the first component shouldalways be horizontal and the second vertical, whether supplying an x, y point ora width, height pair. Also, we should always use x and y as variables with xbeing the horizontal component to avoid confusion. Modified : /trunk/core/src/com/google/zxing/common/ByteMatrix.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANWriter.java Modified : /trunk/core/src/com/google/zxing/qrcode/QRCodeWriter.java Modified : /trunk/core/src/com/google/zxing/qrcode/encoder/MatrixUtil.java Modified : /trunk/core/src/com/google/zxing/qrcode/encoder/QRCode.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeWriterTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/encoder/MaskUtilTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/encoder/MatrixUtilTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/encoder/QRCodeTestCase.java "
0,976,Remove getBits() Modified : /trunk/core/src/com/google/zxing/common/BitArray.java Modified : /trunk/core/src/com/google/zxing/common/BitMatrix.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/BitMatrixParser.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/DataMask.java Modified : /trunk/core/test/src/com/google/zxing/common/BitMatrixTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/decoder/DataMaskTestCase.java 
0,977,"Continuing with the x, y coordinate push, BitMatrix is now standardized. I alsoconverted DataMask back to i, j for now to be consistent with the rest of the QRmodule, and made sure all the tests still pass. Modified : /trunk/core/src/com/google/zxing/common/BitMatrix.java Modified : /trunk/core/src/com/google/zxing/common/DefaultGridSampler.java Modified : /trunk/core/src/com/google/zxing/datamatrix/DataMatrixReader.java Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/BitMatrixParser.java Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/Decoder.java Modified : /trunk/core/src/com/google/zxing/qrcode/QRCodeReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/BitMatrixParser.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/DataMask.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/Decoder.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/Version.java Modified : /trunk/core/test/src/com/google/zxing/common/BitMatrixTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/decoder/DataMaskTestCase.java "
0,978,"Rewrote BitMatrix to allow rectangular 2D arrays, and so that every row beginswith a new int, which makes it fast to copy out rows into BitArrays. This willbe the basis of the upcoming bitmap refactoring for 1D Readers. Modified : /trunk/core/src/com/google/zxing/common/BitMatrix.java Modified : /trunk/core/test/src/com/google/zxing/common/BitMatrixTestCase.java "
0,979,Added a clear() method to BitMatrix. Modified : /trunk/core/src/com/google/zxing/common/BitMatrix.java 
0,980,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java "
0,981,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Modified : /trunk/core/src/com/google/zxing/BarcodeFormat.java "
0,982,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Added : /trunk/core/src/com/google/zxing/pdf417 Added : /trunk/core/src/com/google/zxing/pdf417/PDF417Reader.java Added : /trunk/core/src/com/google/zxing/pdf417/decoder Added : /trunk/core/src/com/google/zxing/pdf417/decoder/BitMatrixParser.java Added : /trunk/core/src/com/google/zxing/pdf417/decoder/DecodedBitStreamParser.java Added : /trunk/core/src/com/google/zxing/pdf417/decoder/Decoder.java Added : /trunk/core/src/com/google/zxing/pdf417/detector Added : /trunk/core/src/com/google/zxing/pdf417/detector/Detector.java "
0,983,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Added : /trunk/core/test/data/blackbox/pdf417 Added : /trunk/core/test/data/blackbox/pdf417/01.jpg Added : /trunk/core/test/data/blackbox/pdf417/01.txt "
0,984,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Added : /trunk/core/test/src/com/google/zxing/pdf417 Added : /trunk/core/test/src/com/google/zxing/pdf417/PDF417BlackBox1TestCase.java "
0,985,Style changes mostly Modified : /trunk/core/src/com/google/zxing/pdf417/PDF417Reader.java Modified : /trunk/core/src/com/google/zxing/pdf417/decoder/BitMatrixParser.java Modified : /trunk/core/src/com/google/zxing/pdf417/decoder/DecodedBitStreamParser.java Modified : /trunk/core/src/com/google/zxing/pdf417/decoder/Decoder.java Modified : /trunk/core/src/com/google/zxing/pdf417/detector/Detector.java Modified : /trunk/core/test/src/com/google/zxing/pdf417/PDF417BlackBox1TestCase.java 
0,986,"Fixed some code which was ignoring the result of MonochromeBitmapSource calls,which may work in some cases but isn't legal and failed and in some experiments. Modified : /trunk/core/src/com/google/zxing/oned/AbstractOneDReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPatternFinder.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java "
0,987,"ISSUE: <a href=""http://code.google.com/p/zxing/issues/detail?id=42"" rel=""nofollow"">http://code.google.com/p/zxing/issues/detail?id=42</a>Added PDF417 to list of readers. Will be used only if its specified in a Hint. Modified : /trunk/core/src/com/google/zxing/pdf417/decoder/BitMatrixParser.java Modified : /trunk/core/src/com/google/zxing/pdf417/decoder/Decoder.java "
0,988,Created wiki page through web user interface. Added : /wiki/CodingStyle.wiki 
0,989,Edited wiki page through web user interface. Modified : /wiki/GettingStarted.wiki 
0,990,Edited wiki page through web user interface. Modified : /wiki/CodingStyle.wiki 
0,991,Edited wiki page through web user interface. Modified : /wiki/GettingStarted.wiki 
0,992,Try adding current javadoc to SVN Added : /trunk/docs Added : /trunk/docs/javadoc Added : /trunk/docs/javadoc/allclasses-frame.html Added : /trunk/docs/javadoc/allclasses-noframe.html Added : /trunk/docs/javadoc/com Added : /trunk/docs/javadoc/com/google Added : /trunk/docs/javadoc/com/google/zxing Added : /trunk/docs/javadoc/com/google/zxing/BarcodeFormat.html Added : /trunk/docs/javadoc/com/google/zxing/BlackPointEstimationMethod.html Added : /trunk/docs/javadoc/com/google/zxing/DecodeHintType.html Added : /trunk/docs/javadoc/com/google/zxing/EncodeHintType.html Added : /trunk/docs/javadoc/com/google/zxing/MonochromeBitmapSource.html Added : /trunk/docs/javadoc/com/google/zxing/MultiFormatReader.html Added : /trunk/docs/javadoc/com/google/zxing/MultiFormatWriter.html Added : /trunk/docs/javadoc/com/google/zxing/Reader.html Added : /trunk/docs/javadoc/com/google/zxing/ReaderException.html Added : /trunk/docs/javadoc/com/google/zxing/Result.html Added : /trunk/docs/javadoc/com/google/zxing/ResultMetadataType.html Added : /trunk/docs/javadoc/com/google/zxing/ResultPoint.html Added : /trunk/docs/javadoc/com/google/zxing/Writer.html Added : /trunk/docs/javadoc/com/google/zxing/WriterException.html Added : /trunk/docs/javadoc/com/google/zxing/client Added : /trunk/docs/javadoc/com/google/zxing/client/android Added : /trunk/docs/javadoc/com/google/zxing/client/android/AndroidHttpClient.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/BookmarkPickerActivity.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/CaptureActivity.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/CaptureActivityHandler.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Contents.Format.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Contents.Type.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Contents.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/EncodeActivity.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/HelpActivity.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Intents.Encode.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Intents.Scan.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Intents.SearchBookContents.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Intents.Share.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/Intents.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/LocaleManager.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/PreferencesActivity.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/QRCodeEncoder.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.attr.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.color.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.drawable.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.id.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.layout.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.raw.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.string.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.styleable.html Added : /trunk/docs/javadoc/com/google/zxing/client/android/R.xml.html 
0,993,"Refactored the MonochromeBitmapSource class hierarchy into LuminanceSource,Binarizer, and BinaryBitmap classes. The unit tests pass and I believe thechange is complete, but there are some clients like J2ME and Bug that I can'tbuild.This change will allow new thresholding algorithms to be developed and tested,as well as implemented per platform if needed (e.g. in JNI on Android). Itshould also perform better when multiple 2D Readers are installed, because theunderlying image will only be converted to 1 bit once. It also allows someplatforms to return luminance data without a copy.The current state of this checkin is to use the old black point algorithm, whichnow lives in GlobalHistogramBinarizer. This will be our benchmark and fallbackfor slower platforms. Going forward we will begin to use LocalBlockBinarizer asI shake out the edge cases and tune it for performance. Currently it is unused.IMPORTANT: I have temporarily included three methods from MonochromeBitmapSourceat the end of BinaryBitmap as a way to make this change in stages. They aredeprecated and will be removed soon. All of the Reader classes will need tochange the way they examine 1 bit pixels to use the new getBlackRow() andgetBlackMatrix() calls. Modified : /trunk/android/src/com/google/zxing/client/android/DecodeThread.java Added : /trunk/android/src/com/google/zxing/client/android/YUVLuminanceSource.java Deleted : /trunk/android/src/com/google/zxing/client/android/YUVMonochromeBitmapSource.java Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/BenchmarkThread.java Added : /trunk/androidtest/src/com/google/zxing/client/androidtest/RGBLuminanceSource.java Deleted : /trunk/androidtest/src/com/google/zxing/client/androidtest/RGBMonochromeBitmapSource.java Added : /trunk/bug/src/com/google/zxing/client/bug/AWTImageLuminanceSource.java Deleted : /trunk/bug/src/com/google/zxing/client/bug/AWTImageMonochromeBitmapSource.java Modified : /trunk/bug/src/com/google/zxing/client/bug/app/BugBarcodeApp.java Added : /trunk/core/src/com/google/zxing/Binarizer.java Added : /trunk/core/src/com/google/zxing/BinaryBitmap.java Deleted : /trunk/core/src/com/google/zxing/BlackPointEstimationMethod.java Modified : /trunk/core/src/com/google/zxing/DecodeHintType.java Added : /trunk/core/src/com/google/zxing/LuminanceSource.java Deleted : /trunk/core/src/com/google/zxing/MonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/Reader.java Deleted : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Deleted : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Deleted : /trunk/core/src/com/google/zxing/common/CroppedMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/DefaultGridSampler.java Added : /trunk/core/src/com/google/zxing/common/GlobalHistogramBinarizer.java Modified : /trunk/core/src/com/google/zxing/common/GridSampler.java Added : /trunk/core/src/com/google/zxing/common/LocalBlockBinarizer.java Modified : /trunk/core/src/com/google/zxing/common/detector/MonochromeRectangleDetector.java Modified : /trunk/core/src/com/google/zxing/datamatrix/DataMatrixReader.java Modified : /trunk/core/src/com/google/zxing/datamatrix/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/multi/ByQuadrantReader.java Modified : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java Modified : /trunk/core/src/com/google/zxing/multi/MultipleBarcodeReader.java Modified : /trunk/core/src/com/google/zxing/multi/qrcode/QRCodeMultiReader.java Modified : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiDetector.java Modified : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiFinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractOneDReader.java Modified : /trunk/core/src/com/google/zxing/oned/UPCAReader.java Modified : /trunk/core/src/com/google/zxing/pdf417/PDF417Reader.java Modified : /trunk/core/src/com/google/zxing/pdf417/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/qrcode/QRCodeReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java Modified : /trunk/core/test/src/com/google/zxing/common/AbstractNegativeBlackBoxTestCase.java Deleted : /trunk/core/test/src/com/google/zxing/common/BlackPointEstimatorTestCase.java Added : /trunk/javame/src/com/google/zxing/client/j2me/LCDUIImageLuminanceSource.java Deleted : /trunk/javame/src/com/google/zxing/client/j2me/LCDUIImageMonochromeBitmapSource.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java Added : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageLuminanceSource.java Deleted : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageMonochromeBitmapSource.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java "
